Altium Designer Pick and Place Locations
C:\Research\git\Sensorcard_develop\SensorCard\Motherboard\altium\Project Outputs for SensorMotherBoard\Pick Place for SensorMotherBoard.csv

========================================================================================================================
File Design Information:

Date:       12/10/20
Time:       16:49
Revision:   fd4bb01e34364a90a7d0fe277d3a2c5917eb8aaa
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R36","Resistor","TopLayer","0603-RES","1382.913","3978.000","270","Resistor"
"R7","Resistor","TopLayer","0603-RES","322.913","5688.000","270","Resistor"
"R8","Resistor","TopLayer","0603-RES","322.913","6208.000","270","Resistor"
"R9","Resistor","TopLayer","0603-RES","322.913","5798.000","90","Resistor"
"R10","Resistor","TopLayer","0603-RES","322.913","6308.000","90","Resistor"
"R6","Resistor","TopLayer","0603-RES","222.913","6328.000","90","Resistor"
"R42","Resistor","TopLayer","RES-1206","3866.402","1561.290","180","Resistor"
"R20","Resistor","TopLayer","RES-0603","602.913","3020.441","90","RES 470 OHM 1% 1/10W 0603"
"R11","Resistor","TopLayer","0603-RES","352.913","4838.000","360","Res Thick Film 0603 1.2K Ohm 1% 0.1W(1/10W) Å}100ppm/C Molded SMD Automotive Punched T/R"
"R30","Resistor","TopLayer","0603-RES","1022.913","4838.000","360","Res Thick Film 0603 1.2K Ohm 1% 0.1W(1/10W) Å}100ppm/C Molded SMD Automotive Punched T/R"
"R32","Resistor","TopLayer","0603-RES","1092.913","4868.000","90","Resistor"
"R13","Resistor","TopLayer","0603-RES","412.913","4708.000","270","Resistor"
"R31","Resistor","TopLayer","0603-RES","1062.913","4708.000","270","Resistor"
"R29","Resistor","TopLayer","RES-0603","988.087","992.210","270","Res Thick Film 0603 15.4K Ohm 1% 1/10W ±100ppm/C Molded SMD SMD Paper T/R"
"R14","Resistor","TopLayer","0603-RES","422.913","4868.000","90","Resistor"
"R28","Resistor","TopLayer","RES-0603","985.839","1478.313","270","Res Thick Film 0603 15.4K Ohm 1% 1/10W ±100ppm/C Molded SMD SMD Paper T/R"
"R17","Resistor","TopLayer","0603-RES","590.000","4970.000","360","Resistor"
"R35","Resistor","TopLayer","0603-RES","1232.913","4968.000","360","Resistor"
"R41","DNP","TopLayer","RES-0603","2922.913","3328.000","90","RES 10K OHM 1% 1/8W 0603"
"R33","DNP","TopLayer","RES-0603","1112.913","3318.000","90","RES 10K OHM 1% 1/8W 0603"
"R51","Resistor","TopLayer","0603-RES","6522.913","3148.000","270","Resistor"
"R45","Resistor","TopLayer","0603-RES","4722.913","3148.000","270","Resistor"
"R52","DNP","TopLayer","0603-RES","6522.913","3048.000","90","Resistor"
"P15","HDR1x3","TopLayer","HDR1X3_-_MALE","6209.640","3523.263","180","Board-To-Board Connector, Vertical, Wr-Phd Series, Through Hole, Header, 3, 2.54 Mm"
"P9","HDR1x3","TopLayer","HDR1X3_-_MALE","4409.640","3523.263","180","Board-To-Board Connector, Vertical, Wr-Phd Series, Through Hole, Header, 3, 2.54 Mm"
"P10","HDR1x3","TopLayer","HDR1X3_-_MALE","4409.640","4213.263","180","Board-To-Board Connector, Vertical, Wr-Phd Series, Through Hole, Header, 3, 2.54 Mm"
"P16","HDR1x3","TopLayer","HDR1X3_-_MALE","6209.640","4213.263","180","Board-To-Board Connector, Vertical, Wr-Phd Series, Through Hole, Header, 3, 2.54 Mm"
"P12","HDR1x3","TopLayer","HDR1X3_-_MALE","4634.756","7303.069","90",""
"P19","HDR1x3","TopLayer","HDR1X3_-_MALE","7789.993","424.290","270",""
"P5","HDR1X7","TopLayer","HDR1X7","2825.198","3104.251","90",""
"P1","HDR1X7","TopLayer","HDR1X7","1025.198","3104.251","90",""
"P7","HDR1x3","TopLayer","HDR1X3_-_MALE","4189.993","424.290","270",""
"P4","HDR1X7","TopLayer","HDR1X7","2399.640","4623.263","270",""
"P11","HDR1X7","TopLayer","HDR1X7","4625.198","3104.251","90",""
"P6","HDR1x3","TopLayer","HDR1X3_-_MALE","2834.756","7303.069","90",""
"P18","HDR1x3","TopLayer","HDR1X3_-_MALE","6434.756","7303.069","90",""
"P17","HDR1X7","TopLayer","HDR1X7","6425.198","3104.251","90",""
"P8","HDR1X7","TopLayer","HDR1X7","4199.640","4623.263","270",""
"P13","HDR1x3","TopLayer","HDR1X3_-_MALE","5989.993","424.290","270",""
"P3","HDR1x3","TopLayer","HDR1X3_-_MALE","2389.993","424.290","270",""
"P14","HDR1X7","TopLayer","HDR1X7","5999.640","4623.263","270",""
"P20","HDR1X7","TopLayer","HDR1X7","7799.640","4623.263","270",""
"P2","HDR1x3","TopLayer","HDR1X3_-_MALE","1034.756","7303.069","90",""
"LED2","GREEN","TopLayer","0603-LED","-7.087","3828.000","180","LED GREEN CLEAR 0603 R/A SMD"
"LED3","YELLOW","TopLayer","0603-LED","-7.087","3948.000","180",""
"LED8","RED","TopLayer","0603-LED","642.913","3098.000","360",""
"LED7","RED","TopLayer","0603-LED","642.913","2838.000","360",""
"CON3","TERM BLOCK 1x2","TopLayer","1935161","22.913","3436.425","270",""
"C5","6.8uF, 50V","TopLayer","CAP-1206","0.000","2390.000","270","Cap Ceramic 6.8uF 50V JB 10% SMD 1206 85∞C Punched Paper T/R"
"C23","10uF","TopLayer","CAP-0805","980.000","330.000","270","Capacitor"
"C3","6.8uF, 50V","TopLayer","CAP-1206","0.000","1380.000","270","Cap Ceramic 6.8uF 50V JB 10% SMD 1206 85∞C Punched Paper T/R"
"C47","1uF","TopLayer","CAP-0603","3797.406","848.000","270","Capacitor"
"C46","1uF","TopLayer","CAP-0603","3822.441","1640.000","180","Capacitor"
"C22","10uF","TopLayer","CAP-0805","979.275","1811.330","270","Capacitor"
"C4","6.8uF, 50V","TopLayer","CAP-1206","0.000","1890.000","270","Cap Ceramic 6.8uF 50V JB 10% SMD 1206 85∞C Punched Paper T/R"
"C42","1uF","TopLayer","CAP-0603","1960.000","1630.000","180","Capacitor"
"C12","Capacitor","TopLayer","0603-CAP","522.913","3418.000","270","Capacitor"
"C13","Capacitor","TopLayer","0603-CAP","598.005","3594.722","180","Capacitor"
"C20","Capacitor","TopLayer","0603-CAP","800.792","3591.390","180","Capacitor"
"C32","Capacitor","TopLayer","0603-CAP","1294.257","3580.102","270","Capacitor"
"C35","Capacitor","TopLayer","0603-CAP","1340.000","4550.000","90","Capacitor"
"C38","Capacitor","TopLayer","0603-CAP","1392.913","4218.000","270","Capacitor"
"C39","Capacitor","TopLayer","0603-CAP","1392.913","4088.000","90","Capacitor"
"C36","Capacitor","TopLayer","0603-CAP","1382.913","3878.000","90","Capacitor"
"C27","Capacitor","TopLayer","0603-CAP","972.913","4668.000","90","Capacitor"
"C37","Capacitor","TopLayer","0603-CAP","1390.000","4550.000","90","Capacitor"
"C17","Capacitor","TopLayer","0603-CAP","672.913","4638.000","90","Capacitor"
"C30","Capacitor","TopLayer","0603-CAP","1152.913","3538.000","270","Capacitor"
"C29","Capacitor","TopLayer","0603-CAP","1103.746","3558.000","90","Capacitor"
"C28","Capacitor","TopLayer","0603-CAP","1052.913","3558.000","270","Capacitor"
"C31","Capacitor","TopLayer","0603-CAP","1222.913","3578.000","360","Capacitor"
"C9","Capacitor","TopLayer","0603-CAP","332.913","4218.000","180","Capacitor"
"C18","Capacitor","TopLayer","0603-CAP","752.913","5978.000","360","Capacitor"
"C11","Capacitor","TopLayer","0603-CAP","322.913","6098.000","90","Capacitor"
"C8","Capacitor","TopLayer","0603-CAP","332.913","4018.000","180","Capacitor"
"C7","Capacitor","TopLayer","0603-CAP","332.913","3758.000","180","Capacitor"
"C21","Capacitor","TopLayer","0603-CAP","802.913","4638.000","90","Capacitor"
"C19","Capacitor","TopLayer","0603-CAP","752.913","6498.000","360","Capacitor"
"C34","Capacitor","TopLayer","0603-CAP","1340.000","4790.000","360","Capacitor"
"C16","Capacitor","TopLayer","0603-CAP","690.000","4760.000","360","Capacitor"
"C14","Capacitor","TopLayer","0603-CAP","592.913","4638.000","90","Capacitor"
"C51","1uF","TopLayer","CAP-0603","5614.490","1173.749","360","Capacitor"
"C50","10uF","TopLayer","CAP-0805","5501.156","1157.958","180","Capacitor"
"C25","10uF","TopLayer","CAP-0805","985.839","1298.313","270","Capacitor"
"U2","DCDC Converter RS6","TopLayer","RS6_DCDC","490.000","940.210","360","Recom RS6"
"+VB1","RCU-0C","TopLayer","RCU-0C","682.913","-42.000","90","PC TEST POINT NATURAL"
"C49","1uF","TopLayer","CAP-0603","5165.831","1171.738","360","Capacitor"
"C48","10uF","TopLayer","CAP-0805","5041.197","1155.947","180","Capacitor"
"TP22","RCU-0C","TopLayer","RCU-0C","4391.691","4607.384","90","PC TEST POINT NATURAL"
"3V3","RCU-0C","TopLayer","RCU-0C","722.913","3098.000","0","PC TEST POINT NATURAL"
"TP16","RCU-0C","TopLayer","RCU-0C","2582.913","4575.312","90","PC TEST POINT NATURAL"
"5V","RCU-0C","TopLayer","RCU-0C","722.913","2838.000","0","PC TEST POINT NATURAL"
"-VA1","RCU-0C","TopLayer","RCU-0C","562.913","-42.000","270","PC TEST POINT NATURAL"
"-VB1","RCU-0C","TopLayer","RCU-0C","802.913","-42.000","270","PC TEST POINT NATURAL"
"U10","ISO3086TDWR","TopLayer","SOIC127P1030X265-16N","610.590","5742.291","180","DG ISO 2.5KV RS422/RS485 16SOIC"
"C33","Capacitor","TopLayer","0603-CAP","1312.913","4870.441","270","Capacitor"
"R46","DNP","TopLayer","0603-RES","4722.913","3048.000","90","Resistor"
"U20","MC78M15CDTRKG","TopLayer","DPAK229P991X238-3N","3562.918","1466.039","180","IC REG LINEAR 15V 500MA DPAK"
"U16","LTC6820IMS#TRPBF","TopLayer","TSSOP50P490X110-16N","1203.700","4815.598","90","IC INTERFACE SPECIALIZED 16MSOP"
"C15","Capacitor","TopLayer","0603-CAP","652.913","4880.441","270","Capacitor"
"C40","1uF","TopLayer","CAP-0603","1685.354","1288.000","360","Capacitor"
"U13","LTC6820IMS#TRPBF","TopLayer","TSSOP50P490X110-16N","530.716","4821.011","90","IC INTERFACE SPECIALIZED 16MSOP"
"U3","DCDC Converter RS6","TopLayer","RS6_DCDC","490.000","1438.313","360","Recom RS6"
"R40","DNP","TopLayer","RES-0603","2492.913","4398.000","270","RES 10K OHM 1% 1/8W 0603"
"R44","DNP","TopLayer","RES-0603","4302.913","4398.000","270","RES 10K OHM 1% 1/8W 0603"
"R49","DNP","TopLayer","0603-RES","6112.913","4658.000","270","Resistor"
"R53","DNP","TopLayer","0603-RES","7702.913","4668.000","270","Resistor"
"R50","Resistor","TopLayer","0603-RES","6112.913","4558.000","90","Resistor"
"R54","Resistor","TopLayer","0603-RES","7702.913","4568.000","90","Resistor"
"C45","1uF","TopLayer","CAP-0603","3579.847","678.000","360","Capacitor"
"C26","10uF","TopLayer","CAP-0805","988.087","812.210","270","Capacitor"
"C2","6.8uF, 50V","TopLayer","CAP-1206","0.000","880.000","270","Cap Ceramic 6.8uF 50V JB 10% SMD 1206 85∞C Punched Paper T/R"
"C44","1uF","TopLayer","CAP-0603","3550.154","1303.732","360","Capacitor"
"C1","6.8uF, 50V","TopLayer","CAP-1206","0.000","380.000","90","Cap Ceramic 6.8uF 50V JB 10% SMD 1206 85∞C Punched Paper T/R"
"C6","6.8uF, 50V","TopLayer","CAP-1206","290.000","3210.000","180","Cap Ceramic 6.8uF 50V JB 10% SMD 1206 85∞C Punched Paper T/R"
"CON1","ICD15S13E4GV00LF","TopLayer","ICD15S","20.000","5539.220","270","AMPHENOL ICC (FCI) - ICD15S13E4GV00LF - D-SUB CONN, RCPT, R/A, 15POS, TH"
"C10","Capacitor","TopLayer","0603-CAP","322.913","5578.000","90","Capacitor"
"C24","10uF","TopLayer","CAP-0805","980.000","2350.000","270","Capacitor"
"C43","1uF","TopLayer","CAP-0603","1963.443","807.773","270","Capacitor"
"C41","1uF","TopLayer","CAP-0603","1756.567","640.214","360","Capacitor"
